,16 17 17,17 17 17,18 17 17,
633.4,-12.7737,-199.406,-86.4899,
633.5,-12.7713,-199.408,-86.489,
633.6,-12.769,-199.411,-86.4882,
633.7,-12.7667,-199.414,-86.4874,
633.8,-12.7644,-199.416,-86.4866,
633.9,-12.7622,-199.419,-86.4859,
634,-12.76,-199.421,-86.4851,
634.1,-12.7579,-199.424,-86.4843,
634.2,-12.7557,-199.426,-86.4836,
634.3,-12.7537,-199.429,-86.4829,
634.4,-12.7516,-199.431,-86.4822,
634.5,-12.7496,-199.433,-86.4814,
634.6,-12.7476,-199.435,-86.4808,
634.7,-12.7457,-199.438,-86.4801,
634.8,-12.7438,-199.44,-86.4794,
634.9,-12.7419,-199.442,-86.4787,
635,-12.7401,-199.444,-86.4781,
635.1,-12.7382,-199.446,-86.4774,
635.2,-12.7365,-199.448,-86.4768,
635.3,-12.7347,-199.45,-86.4762,
635.4,-12.733,-199.452,-86.4756,
635.5,-12.7313,-199.454,-86.475,
635.6,-12.7296,-199.456,-86.4744,
635.7,-12.728,-199.458,-86.4738,
635.8,-12.7264,-199.46,-86.4732,
635.9,-12.7248,-199.461,-86.4726,
636,-12.7233,-199.463,-86.4721,
636.1,-12.7217,-199.465,-86.4715,
636.2,-12.7202,-199.467,-86.471,
636.3,-12.7188,-199.468,-86.4705,
636.4,-12.7173,-199.47,-86.47,
636.5,-12.7159,-199.472,-86.4694,
636.6,-12.7145,-199.473,-86.4689,
636.7,-12.7131,-199.475,-86.4684,
636.8,-12.7117,-199.476,-86.4679,
636.9,-12.7104,-199.478,-86.4675,
637,-12.7091,-199.479,-86.467,
637.1,-12.7078,-199.481,-86.4665,
637.2,-12.7065,-199.482,-86.4661,
637.3,-12.7053,-199.484,-86.4656,
637.4,-12.7041,-199.485,-86.4652,
637.5,-12.7029,-199.486,-86.4647,
637.6,-12.7017,-199.488,-86.4643,
637.7,-12.7005,-199.489,-86.4639,
637.8,-12.6994,-199.49,-86.4635,
637.9,-12.6983,-199.492,-86.463,
638,-12.6972,-199.493,-86.4626,
638.1,-12.6961,-199.494,-86.4622,
638.2,-12.695,-199.495,-86.4618,
638.3,-12.694,-199.497,-86.4615,
638.4,-12.6929,-199.498,-86.4611,
638.5,-12.6919,-199.499,-86.4607,
638.6,-12.6909,-199.5,-86.4603,
638.7,-12.69,-199.501,-86.46,
638.8,-12.689,-199.502,-86.4596,
638.9,-12.6881,-199.503,-86.4593,
639,-12.6871,-199.504,-86.4589,
639.1,-12.6862,-199.505,-86.4586,
639.2,-12.6853,-199.506,-86.4583,
639.3,-12.6844,-199.507,-86.4579,
639.4,-12.6836,-199.508,-86.4576,
639.5,-12.6827,-199.509,-86.4573,
639.6,-12.6819,-199.51,-86.457,
639.7,-12.6811,-199.511,-86.4567,
639.8,-12.6802,-199.512,-86.4564,
639.9,-12.6794,-199.513,-86.4561,
640,-12.6787,-199.514,-86.4558,
640.1,-12.6779,-199.515,-86.4555,
640.2,-12.6771,-199.516,-86.4552,
640.3,-12.6764,-199.517,-86.4549,
640.4,-12.6757,-199.517,-86.4546,
640.5,-12.6749,-199.518,-86.4544,
640.6,-12.6742,-199.519,-86.4541,
640.7,-12.6735,-199.52,-86.4538,
640.8,-12.6729,-199.521,-86.4536,
640.9,-12.6722,-199.521,-86.4533,
641,-12.6715,-199.522,-86.4531,
641.1,-12.6709,-199.523,-86.4528,
641.2,-12.6702,-199.524,-86.4526,
641.3,-12.6696,-199.524,-86.4523,
641.4,-12.669,-199.525,-86.4521,
641.5,-12.6684,-199.526,-86.4519,
641.6,-12.6678,-199.526,-86.4516,
641.7,-12.6672,-199.527,-86.4514,
641.8,-12.6666,-199.528,-86.4512,
641.9,-12.6661,-199.528,-86.451,
642,-12.6655,-199.529,-86.4508,
642.1,-12.665,-199.53,-86.4506,
642.2,-12.6644,-199.53,-86.4504,
642.3,-12.6639,-199.531,-86.4502,
642.4,-12.6634,-199.531,-86.45,
642.5,-12.6629,-199.532,-86.4498,
642.6,-12.6624,-199.533,-86.4496,
642.7,-12.6619,-199.533,-86.4494,
642.8,-12.6614,-199.534,-86.4492,
642.9,-12.6609,-199.534,-86.449,
643,-12.6605,-199.535,-86.4488,
643.1,-12.66,-199.535,-86.4486,
643.2,-12.6596,-199.536,-86.4485,
643.3,-12.6591,-199.536,-86.4483,
643.4,-12.6587,-199.537,-86.4481,
643.5,-12.6582,-199.537,-86.448,
643.6,-12.6578,-199.538,-86.4478,
643.7,-12.6574,-199.538,-86.4476,
643.8,-12.657,-199.539,-86.4475,
643.9,-12.6566,-199.539,-86.4473,
644,-12.6562,-199.54,-86.4472,
644.1,-12.6558,-199.54,-86.447,
644.2,-12.6554,-199.541,-86.4469,
644.3,-12.6551,-199.541,-86.4467,
644.4,-12.6547,-199.541,-86.4466,
644.5,-12.6543,-199.542,-86.4464,
644.6,-12.654,-199.542,-86.4463,
644.7,-12.6536,-199.543,-86.4461,
644.8,-12.6533,-199.543,-86.446,
644.9,-12.6529,-199.543,-86.4459,
645,-12.6526,-199.544,-86.4457,
645.1,-12.6523,-199.544,-86.4456,
645.2,-12.652,-199.545,-86.4455,
645.3,-12.6516,-199.545,-86.4454,
645.4,-12.6513,-199.545,-86.4452,
645.5,-12.651,-199.546,-86.4451,
645.6,-12.6507,-199.546,-86.445,
645.7,-12.6504,-199.546,-86.4449,
645.8,-12.6501,-199.547,-86.4448,
645.9,-12.6499,-199.547,-86.4446,
646,-12.6496,-199.547,-86.4445,
646.1,-12.6493,-199.548,-86.4444,
646.2,-12.649,-199.548,-86.4443,
646.3,-12.6488,-199.548,-86.4442,
646.4,-12.6485,-199.549,-86.4441,
646.5,-12.6482,-199.549,-86.444,
646.6,-12.648,-199.549,-86.4439,
646.7,-12.6477,-199.549,-86.4438,
646.8,-12.6475,-199.55,-86.4437,
646.9,-12.6473,-199.55,-86.4436,
647,-12.647,-199.55,-86.4435,
647.1,-12.6468,-199.55,-86.4434,
647.2,-12.6466,-199.551,-86.4433,
647.3,-12.6463,-199.551,-86.4432,
647.4,-12.6461,-199.551,-86.4431,
647.5,-12.6459,-199.551,-86.443,
647.6,-12.6457,-199.552,-86.443,
647.7,-12.6455,-199.552,-86.4429,
647.8,-12.6453,-199.552,-86.4428,
647.9,-12.6451,-199.552,-86.4427,
648,-12.6449,-199.553,-86.4426,
648.1,-12.6447,-199.553,-86.4425,
648.2,-12.6445,-199.553,-86.4425,
648.3,-12.6443,-199.553,-86.4424,
648.4,-12.6441,-199.554,-86.4423,
648.5,-12.6439,-199.554,-86.4422,
648.6,-12.6438,-199.554,-86.4422,
648.7,-12.6436,-199.554,-86.4421,
648.8,-12.6434,-199.554,-86.442,
648.9,-12.6432,-199.555,-86.442,
649,-12.6431,-199.555,-86.4419,
649.1,-12.6429,-199.555,-86.4418,
649.2,-12.6427,-199.555,-86.4417,
649.3,-12.6426,-199.555,-86.4417,
649.4,-12.6424,-199.555,-86.4416,
649.5,-12.6423,-199.556,-86.4416,
649.6,-12.6421,-199.556,-86.4415,
649.7,-12.642,-199.556,-86.4414,
649.8,-12.6418,-199.556,-86.4414,
649.9,-12.6417,-199.556,-86.4413,
650,-12.6415,-199.556,-86.4413,
650.1,-15.412,-195.512,-86.4412,
650.2,-18.0003,-191.736,-86.4515,
650.3,-20.4186,-188.212,-86.4707,
650.4,-22.6778,-184.922,-86.4976,
650.5,-24.7886,-181.851,-86.531,
650.6,-26.7607,-178.983,-86.5699,
650.7,-28.6031,-176.306,-86.6135,
650.8,-30.3244,-173.805,-86.6608,
650.9,-31.9325,-171.47,-86.7113,
651,-33.4349,-169.289,-86.7641,
651.1,-34.8386,-167.251,-86.8189,
651.2,-36.15,-165.348,-86.8751,
651.3,-37.3751,-163.569,-86.9322,
651.4,-38.5197,-161.908,-86.9899,
651.5,-39.5891,-160.355,-87.0478,
651.6,-40.5882,-158.903,-87.1057,
651.7,-41.5216,-157.546,-87.1633,
651.8,-42.3936,-156.278,-87.2203,
651.9,-43.2083,-155.092,-87.2766,
652,-43.9695,-153.983,-87.332,
652.1,-44.6806,-152.945,-87.3864,
652.2,-45.345,-151.975,-87.4396,
652.3,-45.9657,-151.067,-87.4917,
652.4,-46.5457,-150.217,-87.5424,
652.5,-47.0875,-149.421,-87.5918,
652.6,-47.5938,-148.677,-87.6398,
652.7,-48.0667,-147.98,-87.6863,
652.8,-48.5087,-147.327,-87.7314,
652.9,-48.9215,-146.715,-87.7751,
653,-49.3073,-146.142,-87.8172,
653.1,-49.6678,-145.605,-87.8579,
653.2,-50.0046,-145.101,-87.8972,
653.3,-50.3192,-144.629,-87.935,
653.4,-50.6133,-144.186,-87.9714,
653.5,-50.888,-143.771,-88.0063,
653.6,-51.1448,-143.381,-88.0399,
653.7,-51.3847,-143.015,-88.0722,
653.8,-51.6088,-142.672,-88.1032,
653.9,-51.8183,-142.349,-88.1329,
654,-52.0141,-142.045,-88.1613,
654.1,-52.197,-141.76,-88.1886,
654.2,-52.3679,-141.492,-88.2147,
654.3,-52.5277,-141.24,-88.2396,
654.4,-52.677,-141.003,-88.2635,
654.5,-52.8166,-140.78,-88.2863,
654.6,-52.947,-140.569,-88.3081,
654.7,-53.0689,-140.371,-88.3289,
654.8,-53.1829,-140.184,-88.3488,
654.9,-53.2894,-140.008,-88.3678,
655,-53.3889,-139.842,-88.3859,
655.1,-53.482,-139.685,-88.4032,
655.2,-53.569,-139.537,-88.4197,
655.3,-53.6504,-139.397,-88.4354,
655.4,-53.7264,-139.265,-88.4503,
655.5,-53.7975,-139.14,-88.4646,
655.6,-53.864,-139.021,-88.4782,
655.7,-53.9262,-138.909,-88.4912,
655.8,-53.9844,-138.803,-88.5035,
655.9,-54.0387,-138.703,-88.5153,
656,-54.0896,-138.607,-88.5265,
656.1,-54.1372,-138.517,-88.5371,
656.2,-54.1817,-138.431,-88.5473,
656.3,-54.2233,-138.349,-88.557,
656.4,-54.2622,-138.271,-88.5662,
656.5,-54.2987,-138.197,-88.5749,
656.6,-54.3328,-138.127,-88.5833,
656.7,-54.3647,-138.06,-88.5912,
656.8,-54.3945,-137.996,-88.5988,
656.9,-54.4225,-137.935,-88.606,
657,-54.4487,-137.877,-88.6129,
657.1,-54.4732,-137.821,-88.6194,
657.2,-54.4961,-137.768,-88.6256,
657.3,-54.5176,-137.717,-88.6315,
657.4,-54.5377,-137.669,-88.6372,
657.5,-54.5565,-137.622,-88.6425,
657.6,-54.5742,-137.578,-88.6477,
657.7,-54.5907,-137.535,-88.6525,
657.8,-54.6062,-137.494,-88.6572,
657.9,-54.6208,-137.454,-88.6616,
658,-54.6344,-137.416,-88.6658,
658.1,-54.6472,-137.38,-88.6698,
658.2,-54.6591,-137.345,-88.6737,
658.3,-54.6704,-137.311,-88.6773,
658.4,-54.6809,-137.279,-88.6808,
658.5,-54.6908,-137.248,-88.6842,
658.6,-54.7001,-137.217,-88.6874,
658.7,-54.7088,-137.188,-88.6904,
658.8,-54.717,-137.16,-88.6933,
658.9,-54.7247,-137.133,-88.6961,
659,-54.7319,-137.107,-88.6987,
659.1,-54.7387,-137.081,-88.7012,
659.2,-54.7451,-137.057,-88.7037,
659.3,-54.7511,-137.033,-88.706,
659.4,-54.7568,-137.01,-88.7082,
659.5,-54.7621,-136.987,-88.7103,
659.6,-54.7671,-136.966,-88.7123,
659.7,-54.7718,-136.944,-88.7143,
659.8,-54.7762,-136.924,-88.7162,
659.9,-54.7804,-136.904,-88.7179,
660,-54.7843,-136.885,-88.7197,
660.1,-54.7881,-136.866,-88.7213,
660.2,-54.7916,-136.848,-88.7229,
660.3,-54.7949,-136.83,-88.7244,
660.4,-54.798,-136.813,-88.7258,
660.5,-54.801,-136.796,-88.7272,
660.6,-54.8037,-136.779,-88.7286,
660.7,-54.8064,-136.764,-88.7299,
660.8,-54.8089,-136.748,-88.7311,
660.9,-54.8112,-136.733,-88.7323,
661,-54.8135,-136.718,-88.7335,
661.1,-54.8156,-136.703,-88.7346,
661.2,-54.8176,-136.689,-88.7356,
661.3,-54.8195,-136.676,-88.7367,
661.4,-54.8213,-136.662,-88.7377,
661.5,-54.823,-136.649,-88.7386,
661.6,-54.8247,-136.636,-88.7396,
661.7,-54.8262,-136.624,-88.7405,
661.8,-54.8277,-136.611,-88.7413,
661.9,-54.8291,-136.599,-88.7422,
662,-54.8304,-136.588,-88.743,
662.1,-54.8317,-136.576,-88.7437,
662.2,-54.8329,-136.565,-88.7445,
662.3,-54.8341,-136.554,-88.7452,
662.4,-54.8352,-136.543,-88.7459,
662.5,-54.8362,-136.533,-88.7466,
662.6,-54.8373,-136.522,-88.7473,
662.7,-54.8382,-136.512,-88.748,
662.8,-54.8391,-136.502,-88.7486,
662.9,-54.84,-136.493,-88.7492,
663,-54.8409,-136.483,-88.7498,
663.1,-54.8417,-136.474,-88.7504,
663.2,-54.8425,-136.465,-88.7509,
663.3,-54.8432,-136.456,-88.7515,
663.4,-54.844,-136.447,-88.752,
663.5,-54.8446,-136.439,-88.7525,
663.6,-54.8453,-136.43,-88.753,
663.7,-54.846,-136.422,-88.7535,
663.8,-54.8466,-136.414,-88.754,
663.9,-54.8472,-136.406,-88.7544,
664,-54.8477,-136.398,-88.7549,
664.1,-54.8483,-136.391,-88.7553,
664.2,-54.8488,-136.383,-88.7557,
664.3,-54.8494,-136.376,-88.7562,
664.4,-54.8499,-136.369,-88.7566,
664.5,-54.8503,-136.362,-88.757,
664.6,-54.8508,-136.355,-88.7573,
