-25.0038 -74.6269 -8.62758 -6.62557 7 3 3 3 3 
20.0903 -53.6058 28.0007 -51.8906 10 1 3 3 3 
10.5197 -95.172 6.43635 87.3775 8 2 1 3 1 
50.09 17.069 -32.4992 10.239 11 2 3 3 1 
-60.1733 41.7951 -25.1625 17.1972 0 2 2 2 1 
-45.1582 65.9658 -1.67547 -71.8986 8 1 1 1 3 
-51.9822 97.2228 -29.6182 3.23191 14 3 3 2 3 
80.4132 37.8094 81.6095 -43.6689 3 3 3 1 3 
-80.4682 74.6574 69.2618 -10.6113 7 1 1 3 2 
44.9995 -5.15458 75.4997 15.3294 3 2 1 2 2 
-71.5812 24.2531 49.7665 -12.0823 1 2 3 1 2 
-38.0169 49.1501 -24.7169 -4.47707 1 1 2 3 3 
47.8317 61.2903 -32.2001 23.423 13 1 3 3 3 
-66.0939 -2.34077 8.9938 -50.0412 2 2 3 1 3 
28.959 -50.7431 25.3029 44.5906 0 3 1 3 2 
-3.48827 -14.8961 68.4378 46.7696 13 1 3 1 3 
-39.5917 56.3158 -41.4655 52.5681 0 3 3 2 3 
-78.3319 -90.4355 -20.4688 38.6944 5 3 3 1 2 
-57.6769 -98.5717 -32.6212 -54.1124 2 1 1 3 1 
61.9373 -55.2965 16.3549 -50.3464 13 3 1 2 3 
37.8704 -34.5439 -70.8182 7.91955 12 1 1 1 1 
76.812 -98.2543 81.8354 -2.2187 1 3 3 3 1 
65.8559 -23.9723 17.185 15.9642 1 2 1 3 3 
-55.1805 72.0023 -46.4156 -53.3311 1 2 3 3 3 
73.2841 71.3614 78.4783 -77.398 5 2 3 2 2 
-47.6485 -31.7484 -4.72732 -26.9814 11 2 3 3 2 
24.7169 -79.6381 56.1998 4.0315 12 3 3 1 1 
-61.1438 -80.1019 81.579 12.1921 5 1 2 3 3 
55.0401 41.2152 -93.0723 -86.6329 13 2 2 1 3 
4.0376 -29.0811 -80.1569 -34.7758 11 2 1 3 3 
75.6279 75.689 -87.402 97.9553 10 3 3 3 2 
-71.9352 -28.8308 31.9926 -51.6037 5 2 2 3 1 
57.4328 27.8787 -51.8784 13.3335 8 1 3 3 2 
-48.3077 56.1449 10.6235 -52.8855 3 1 1 1 3 
-55.736 71.4957 -83.2331 70.8548 6 3 1 3 2 
-37.26 56.4257 94.3846 -7.29087 14 2 2 3 1 
2.65816 -1.90741 44.4197 -79.3268 12 2 1 2 2 
-30.3446 39.903 -60.9668 59.8926 14 3 3 1 3 
-91.4548 -14.5116 -48.497 67.8335 1 3 2 3 1 
83.1233 85.1253 85.2229 -68.2669 6 1 2 3 2 
7.97449 8.9938 -17.5268 73.394 13 3 1 3 1 
-32.7982 43.2539 80.987 85.0764 4 3 3 2 3 
27.9275 -79.3695 23.5572 -1.03458 4 2 3 3 1 
74.5048 74.2119 91.1008 60.5213 0 3 3 3 1 
84.3623 -5.18509 81.1213 66.1672 12 3 1 3 2 
61.6077 -13.9439 -49.8276 74.8772 12 2 2 3 3 
8.50551 9.05484 -97.6196 82.1894 1 1 2 2 3 
-40.5805 12.833 -55.1134 -69.4876 9 2 2 1 2 
-38.5235 -38.4747 -20.1392 44.6272 15 1 3 3 2 
49.1073 4.91653 23.9051 -32.4442 14 1 3 1 2 
-87.3714 49.2843 -8.35292 26.5969 4 2 2 3 2 
-15.8971 43.2417 -10.4038 -55.5712 13 3 2 3 3 
-77.5567 61.9373 26.426 45.7747 11 1 1 1 3 
72.1427 61.9312 -69.0298 -1.35197 8 2 3 1 2 
-26.5725 -98.7487 -25.4555 56.4013 7 1 1 3 3 
-67.2658 -45.5611 -50.9507 -20.9815 12 1 2 2 1 
-54.1551 -17.8381 -13.4861 11.3315 8 2 1 3 1 
13.8646 -9.09757 33.3781 -59.9841 12 2 3 2 1 
-14.6214 83.5139 -87.0296 20.8899 6 3 3 2 1 
44.0718 -50.0595 -53.0869 -23.1178 8 3 1 2 1 
76.5618 74.3767 32.1512 -71.7887 2 3 1 2 2 
35.5998 71.1844 51.5061 -37.4615 4 2 1 3 3 
-74.041 -6.81478 -81.9575 -13.4556 2 3 1 3 1 
1.52287 54.9425 74.3095 83.9961 13 2 1 1 2 
-88.7143 71.7399 -6.31428 46.1226 7 3 1 2 2 
-22.2083 48.8205 -22.0557 71.5995 0 1 1 2 2 
-7.54723 -15.2989 30.5826 -39.9335 7 3 2 3 3 
-60.2222 -73.0155 74.9687 -14.8167 12 3 3 3 3 
39.4757 -55.6078 -7.14438 13.9439 3 3 3 2 3 
-51.3779 -67.9861 -9.07315 -58.8855 7 3 2 3 2 
-88.0795 8.9938 -55.6505 21.8116 15 3 3 2 2 
-76.69 -95.9288 -95.5382 -54.265 1 2 2 3 1 
68.1448 -37.553 35.5571 82.3115 12 3 2 1 1 
5.6856 -69.1763 -56.7064 -55.0218 4 1 2 3 2 
-21.7444 36.375 39.5001 95.3368 8 3 2 3 2 
-33.8908 -64.3178 99.4201 -72.5272 14 2 2 3 1 
-52.916 52.7451 -31.2174 84.46 2 1 2 3 3 
-44.8531 -63.86 -31.0709 -97.5219 3 2 3 3 3 
51.0178 -82.9951 80.7245 58.0248 12 3 2 3 2 
92.0652 81.8476 89.7763 -29.5816 11 3 3 2 2 
-51.6831 -91.6501 -83.8374 50.9629 2 3 3 3 3 
-9.76897 8.92056 -82.6167 0.534074 6 1 3 3 1 
-54.1673 73.2475 16.4953 78.2891 1 1 2 3 2 
-54.3565 -0.918607 -69.9393 32.5175 0 3 2 1 1 
53.1907 43.2417 79.1009 -78.2159 8 1 3 3 1 
1.49236 -33.079 -54.6007 -28.544 3 3 2 3 1 
85.3877 81.8659 -8.13318 54.9974 0 3 2 3 3 
-88.7814 -89.3551 4.7029 38.316 3 2 1 1 3 
14.1758 88.3297 -62.743 97.0336 8 1 1 3 2 
16.2511 31.8216 4.33668 -47.4227 3 3 3 3 2 
-16.5624 -8.06604 36.5825 -6.46687 8 2 2 2 2 
-23.6793 70.8304 -75.7195 0.833155 6 3 1 1 2 
-40.3119 -33.1339 18.131 72.4418 11 1 1 3 1 
58.0798 48.2101 86.7183 86.3338 9 3 1 2 1 
96.9359 34.8552 -20.1147 -30.6131 11 2 3 1 2 
-74.572 47.5082 35.9905 -15.1219 3 1 3 1 2 
-7.21763 -26.3344 -6.0213 96.4721 10 2 3 1 2 
-64.4581 95.6175 -75.0603 68.749 0 1 3 3 1 
-85.1375 -48.7411 -97.4548 69.1397 6 1 1 3 1 
34.1166 93.2676 45.3475 -48.0209 7 3 1 3 2 
-28.9773 -29.5633 -74.1508 -22.2388 4 3 3 3 2 
79.1192 -72.8813 76.6289 -26.3405 14 2 3 1 3 
32.2184 64.1285 34.4401 -46.3607 0 3 2 2 3 
-32.7494 8.24305 -60.0757 22.306 10 3 3 2 1 
-30.7779 -58.8672 -51.3718 0.0274667 0 1 3 3 3 
-69.3228 15.6896 -59.6912 -38.8104 13 1 2 2 2 
-68.7429 32.9325 -0.650044 -11.6916 9 3 2 1 2 
74.2119 -80.7123 -16.6417 -17.0629 12 2 3 3 3 
18.7719 39.4635 -25.9011 -83.5505 7 2 3 1 1 
62.8773 -0.357067 77.8558 -53.9293 5 2 3 3 3 
58.3789 38.0902 -5.08133 83.9595 1 3 2 3 2 
27.7444 -33.5734 -88.9401 -99.5849 15 3 2 1 2 
33.1217 -58.4277 -3.89721 -43.8032 8 3 3 1 3 
-40.7758 21.9214 25.8034 -34.8186 5 3 3 2 3 
12.9978 -49.8886 89.9899 -54.4786 10 3 2 2 2 
-87.7804 40.8124 28.428 -22.3731 9 2 1 2 1 
73.5405 89.8801 53.0076 -80.2911 11 3 1 3 2 
83.3186 53.8255 -91.4182 -90.8994 2 2 1 3 1 
80.5353 68.6392 62.5294 35.1604 2 2 3 3 1 
79.223 2.70089 38.9935 69.2495 4 2 1 1 3 
21.3172 -21.3294 -68.45 -5.31327 5 1 3 3 3 
39.0667 -19.7302 36.4055 -24.3202 0 3 2 3 2 
-15.5309 61.9922 44.7493 -56.2059 3 1 2 3 1 
-37.1868 -40.8673 -53.148 -94.1771 9 3 3 2 1 
-85.8821 8.36512 -71.7154 -55.4064 0 3 1 3 1 
61.0218 5.51469 -19.2602 -55.5834 12 1 2 1 1 
-22.3914 -34.489 37.8216 -1.96234 4 3 1 3 1 
-14.4566 66.2404 42.2285 24.2531 1 2 3 2 2 
58.7634 -88.0734 70.745 67.3818 10 3 3 3 1 
36.7779 3.18918 -94.7081 -4.58693 11 2 3 2 1 
-86.816 -14.1636 59.0136 67.0522 2 2 1 1 3 
-54.7777 -92.6878 27.6894 56.2181 2 3 2 3 1 
33.1828 61.6199 -66.8447 -69.4876 6 3 1 1 2 
-12.8269 -55.1378 32.5114 43.968 1 1 3 3 2 
-62.9566 94.3907 22.9041 -92.3276 4 3 3 3 3 
51.3108 95.5626 55.5528 5.38041 7 3 1 2 2 
74.0104 -85.1802 -52.6902 -51.1643 6 2 2 2 3 
70.4886 76.8426 43.321 1.04678 6 2 3 1 3 
91.5159 -61.6382 59.1784 8.52992 3 3 3 2 3 
56.5966 63.4999 -27.3598 6.55232 11 1 3 2 3 
14.9449 -74.3278 73.8945 70.1895 3 3 1 3 3 
-91.9065 33.6222 -91.4426 84.5576 4 3 3 2 1 
33.2499 -39.4757 -74.4377 -59.3249 6 2 3 2 2 
21.4331 -6.58284 -41.6303 19.2602 5 1 3 2 1 
61.8152 -27.1889 31.5531 39.3414 12 3 3 2 3 
-30.546 41.3129 23.4169 44.1267 8 1 3 2 1 
-62.4989 30.1309 -65.7826 61.8458 13 1 3 3 1 
79.4061 53.4349 23.307 51.0117 9 1 3 1 2 
22.3182 2.13324 95.2208 40.6049 11 3 3 3 3 
-59.4714 -82.2504 30.6436 -19.8157 1 1 2 3 2 
11.2949 3.75683 -88.0917 60.5457 3 2 3 2 3 
3.51878 -73.1498 3.3845 -48.9364 3 2 1 2 3 
-92.0957 -28.2266 44.6089 45.7137 9 1 1 3 1 
-32.0475 -95.1781 -0.173956 80.2179 10 2 3 2 1 
51.9517 -45.4512 21.6041 18.5278 1 3 2 1 3 
8.6581 83.1355 29.3741 23.9479 9 3 3 1 2 
70.9952 -98.6389 78.5455 -38.5968 1 3 2 3 3 
-32.8654 -93.5179 29.2947 78.5516 6 2 3 2 1 
33.8664 -83.6238 -35.7646 -38.2672 9 1 2 3 2 
35.3923 -17.5451 -2.01727 -71.6727 9 2 3 3 3 
-51.1216 48.3932 -9.95819 27.3598 12 1 3 2 1 
-50.383 -11.3498 45.0179 -35.6731 10 3 2 2 1 
75.5974 72.5455 -77.9717 95.2879 7 3 2 2 1 
40.3729 -0.601215 -38.9874 42.4421 0 1 3 3 1 
-76.9036 -26.6457 87.4386 96.2401 5 1 3 1 3 
-21.6163 -21.427 -35.0688 23.9174 6 1 2 3 3 
8.11487 79.1803 35.8318 -37.3577 9 1 1 2 1 
-88.9462 -65.1296 -3.97046 -3.67138 2 2 1 3 1 
55.9801 -95.4649 -80.4376 -45.5611 15 1 2 3 3 
-55.7176 56.0961 -65.2882 -90.35 7 3 3 3 3 
-45.4451 -17.2887 49.2416 -80.2667 8 3 3 3 2 
51.6526 -2.46284 43.4004 -56.6942 6 3 1 1 3 
77.3186 -26.719 74.0837 -24.8024 7 3 3 3 2 
-57.0971 -54.7716 36.0637 -19.8035 9 2 1 3 3 
47.9232 -77.5384 -40.0861 12.5278 11 2 3 3 3 
51.5122 52.9771 -91.3633 -70.0369 12 2 3 1 3 
-5.3621 67.6565 -71.4652 42.4238 15 3 3 1 1 
-8.41395 -25.6081 -76.5496 -59.4958 6 2 3 2 3 
-99.823 -37.2723 13.126 -35.6487 13 2 2 3 2 
32.0048 -59.5264 -37.6568 98.9502 9 1 2 2 1 
-85.6014 -4.67238 85.2229 -44.615 13 2 3 1 2 
76.4275 27.3843 -81.1029 -10.9348 10 2 3 3 3 
-23.0323 35.551 -99.0295 18.9245 8 1 2 2 2 
-21.3111 -34.019 9.87884 -82.5922 13 3 1 1 3 
83.7031 -2.82296 64.7816 -27.897 9 2 1 3 1 
34.959 -81.9086 95.0011 70.7572 12 3 3 1 3 
-97.6867 52.8916 -43.2661 89.874 13 3 3 1 2 
95.6603 3.46995 -62.5904 -77.0684 9 3 3 3 2 
61.4002 41.7585 87.7438 -99.0051 12 2 3 2 1 
-35.5205 -43.1318 2.98166 -12.1372 12 3 3 2 2 
80.7428 64.6962 87.5729 21.4942 5 3 2 2 2 
96.6796 45.8052 -28.6966 92.6328 14 3 2 2 2 
50.969 -95.1598 32.5907 78.3013 6 1 3 2 1 
-79.0338 -2.62154 55.62 43.6934 9 3 3 2 3 
15.067 -19.2053 44.1511 -38.6151 4 3 1 1 1 
-88.0551 -14.2369 -27.4026 51.3108 1 3 1 2 2 
-87.347 14.8778 -67.5588 7.004 6 1 2 3 2 
76.4031 21.6712 40.7208 48.8327 14 1 1 3 1 
-28.5745 -83.0866 13.4312 41.9477 5 2 3 3 2 
-20.9815 -55.2293 -83.5505 -8.89004 0 3 1 3 1 
-52.5742 -35.4595 -12.595 69.5608 14 3 1 1 2 
68.8162 -70.4825 54.8265 94.1954 2 1 3 3 1 
81.7011 30.5094 -16.6845 15.598 15 3 3 2 3 
23.0018 5.22782 26.3405 -71.8558 8 3 2 3 2 
68.395 -4.8616 19.0039 73.6137 8 3 1 3 1 
66.6189 79.5465 -15.1646 -53.4837 12 3 2 3 1 
-48.5458 18.186 31.962 -28.0435 1 1 2 3 3 
8.04773 -13.2847 -79.0643 81.4631 4 3 3 1 3 
82.0124 66.2404 -48.1918 -92.1995 13 3 3 3 2 
52.9405 98.1689 -95.3246 84.1426 12 3 3 3 1 
-99.884 -54.8936 -23.4169 12.2959 12 3 2 2 1 
-32.0048 -39.6649 -73.3818 47.4166 10 2 3 2 1 
12.6499 -47.7706 44.3037 -53.7339 6 2 3 3 3 
56.5416 -51.8845 -55.4186 48.2101 14 1 3 1 3 
87.3653 2.61544 -18.6377 66.9179 9 3 1 2 1 
10.6906 26.4016 53.4715 -59.4226 13 1 1 3 2 
-86.4315 74.3156 47.5936 -62.4317 15 3 3 3 3 
-6.64998 -61.6199 55.7299 -50.7126 15 2 3 3 3 
90.0021 -14.4688 84.8323 -65.4103 0 3 3 3 2 
-23.2765 97.3998 -27.8787 -69.0359 1 2 2 1 2 
78.4906 84.6248 -92.761 71.7277 4 1 3 1 3 
-99.3103 78.1243 -24.5033 79.2474 10 3 3 3 1 
93.9024 45.9639 1.70598 47.7218 0 1 3 2 1 
67.7358 4.94095 -40.1105 14.1453 12 1 2 1 3 
-67.3269 -85.0703 -85.6136 -1.09561 12 3 1 3 3 
-70.9342 22.9102 63.4816 -40.6659 10 3 2 3 3 
-10.1291 -22.7454 32.2001 -68.4805 10 3 3 3 3 
-24.0761 41.4289 40.5805 -5.0325 0 2 3 2 1 
61.4734 -58.8183 -81.8232 17.2277 5 3 3 3 2 
-39.3902 99.9023 -94.3113 -15.2013 6 3 2 3 3 
-81.0541 39.6649 10.123 66.8935 0 2 1 2 2 
-78.6554 42.8571 -23.5633 -66.3198 11 2 3 1 3 
-81.5302 97.9553 -5.60625 -69.2312 2 1 3 3 2 
15.421 -39.7015 -75.8477 -39.0179 0 1 2 3 1 
55.0951 -82.9951 46.4217 -98.1689 5 3 2 3 3 
-51.0483 -32.786 -74.9443 50.3464 13 3 3 2 2 
-0.961333 21.0791 35.8623 64.1285 6 1 1 1 1 
-52.9405 54.6373 6.37532 25.425 4 2 3 2 3 
-74.4621 80.5597 -96.9909 45.3597 2 2 1 3 3 
99.469 74.7856 4.21461 -28.3486 13 3 3 1 3 
-16.4953 -22.8187 -49.1317 -87.9208 5 3 3 1 3 
-2.8901 -76.1589 63.2008 25.6935 11 3 1 1 1 
78.9422 54.3077 51.2314 54.5213 15 1 3 3 1 
66.2587 -49.6689 54.9974 -23.4596 4 3 2 2 1 
-74.2241 -56.4928 1.0773 -32.4992 15 3 3 1 2 
-71.0501 -10.0009 95.819 -56.0228 13 1 1 3 3 
-91.0459 -34.8125 68.0593 47.1908 11 3 3 3 3 
92.0652 13.8218 47.7828 -33.8664 8 1 1 3 3 
8.68862 97.3632 -77.2759 -89.5322 3 2 3 1 3 
-12.302 -0.570696 34.8064 28.2266 9 3 2 1 2 
8.23695 67.272 72.7042 -60.509 13 2 1 1 3 
85.3511 67.6382 -52.4094 87.7071 14 3 3 2 1 
97.1252 -87.2799 -29.3863 -62.8101 10 1 3 3 1 
-84.5576 -54.5396 -88.5556 -59.7644 0 3 3 1 3 
-86.2423 -64.9892 59.5264 48.4603 6 3 2 1 2 
84.5515 -78.8873 93.3653 44.9568 10 3 1 3 1 
-24.9367 -10.0192 -25.8522 78.6126 2 3 3 3 2 
88.3419 -71.3187 0.412 58.5986 0 3 3 3 2 
87.0663 63.628 -37.7056 -90.8872 0 2 3 1 2 
-94.9034 78.7408 38.0779 32.8043 5 3 1 2 1 
-73.5649 76.0369 -92.8159 -89.1842 14 3 1 1 3 
25.0526 -2.12714 89.7336 -76.1834 13 1 2 3 1 
60.7166 -75.4814 -60.6677 85.4549 6 2 3 3 1 
55.3392 94.2381 -8.13318 -57.0421 13 3 3 2 3 
97.1496 55.681 6.36921 -18.2958 4 2 3 2 3 
-66.1245 -58.1896 -84.6614 -31.2906 13 3 3 3 2 
6.13727 -10.1596 81.5546 62.0411 12 1 2 3 2 
53.9293 40.965 57.8784 41.3251 2 3 3 3 3 
34.611 56.1449 -62.157 30.961 8 3 3 3 2 
-62.9688 9.04263 -38.7677 -28.3853 4 3 2 1 1 
64.1774 -16.5929 -65.1173 -23.7831 13 3 3 1 2 
51.1093 93.4324 23.0811 98.4985 10 1 2 3 3 
-31.9132 36.6985 -55.4674 41.3678 6 3 3 3 3 
-99.0356 -79.162 -30.839 -69.5608 5 2 3 3 2 
-47.3373 -43.498 78.3685 95.6603 9 3 3 2 1 
99.5361 -75.6401 46.8062 -78.5821 0 3 2 3 3 
58.6291 -26.6335 -6.61336 -48.7899 11 1 3 2 2 
-43.2722 99.7009 67.0461 -40.8856 3 3 3 3 2 
37.0708 -57.6891 -93.939 26.5847 15 2 3 2 2 
30.0821 42.9731 -76.2383 -49.3942 8 1 1 2 3 
3.68358 32.2611 97.9003 9.03043 7 3 2 1 3 
16.7211 64.977 -26.426 8.02332 1 1 3 2 1 
85.7173 42.674 82.8974 75.4814 12 1 3 2 1 
-46.0982 27.6101 94.3113 -49.8581 0 3 3 1 2 
-36.7351 -92.7061 11.8809 -11.7771 15 3 2 1 1 
85.5953 -70.0858 88.0856 -76.2444 6 2 2 3 1 
24.8024 89.2087 -62.389 40.0861 15 3 1 3 2 
-56.7064 -58.5253 -57.3534 55.8092 15 2 3 1 3 
47.1725 -32.255 44.5418 -51.1887 15 2 3 1 2 
-19.4983 11.0385 23.4169 54.5824 8 3 2 3 1 
-85.9615 79.7113 93.9146 21.9214 13 2 1 1 2 
-82.1772 50.0961 70.3543 -59.032 6 1 3 2 1 
-92.3765 -57.7319 -76.2505 -52.7146 1 3 3 3 1 
-63.8783 -49.7971 -68.3828 7.32139 12 3 3 2 2 
-22.2694 41.7219 38.023 -26.4931 7 2 3 3 2 
71.5812 30.2408 -51.9883 -51.8113 7 2 3 3 2 
82.165 45.3963 89.8862 9.9826 1 1 2 1 3 
43.4919 71.569 -65.8986 55.2293 10 3 3 1 2 
-92.645 13.3702 -4.34889 18.6254 8 3 3 1 2 
53.2762 -44.9873 35.2458 39.3292 4 2 3 1 2 
66.5944 55.7176 55.974 35.7646 0 1 3 3 1 
2.8901 -57.4511 98.6633 50.1816 15 3 3 2 2 
-73.5832 -75.164 -29.429 -52.4644 11 2 3 1 3 
66.6616 -36.3018 -27.7627 -14.7435 4 3 3 2 2 
-55.3392 -12.3936 41.5204 -87.2372 0 2 2 3 3 
-47.8988 71.4835 7.23594 29.0506 2 2 1 1 3 
-71.9779 -66.6616 77.9778 -48.7289 3 3 1 3 3 
-94.5738 37.8033 -57.5243 39.8297 8 3 1 2 1 
94.7752 11.0996 -72.5394 -46.379 2 2 1 1 2 
55.3758 -70.9464 14.304 -87.286 8 3 1 3 2 
55.2843 -86.5658 -33.2316 -42.1674 13 3 3 3 1 
20.5481 30.6986 -91.7661 -39.6161 11 1 3 3 1 
47.8744 70.8548 -48.5275 92.3582 3 3 3 3 3 
-48.9303 90.3989 -57.2497 -62.0899 2 3 3 3 3 
-37.6019 69.1397 65.7582 84.8506 11 1 3 2 3 
67.626 -30.8634 -95.4955 -61.858 15 1 3 3 1 
44.0901 86.5596 32.0292 89.0194 10 1 3 3 3 
-6.19221 64.5497 -57.683 -36.8999 2 3 2 3 2 
-0.704978 -81.1884 4.05591 42.4177 13 3 3 3 3 
42.4665 -45.024 87.8903 -10.6113 6 2 2 1 3 
-3.83007 22.2571 -7.26035 -75.7927 6 1 3 1 3 
-0.662252 -7.29087 -83.9656 -57.4328 1 3 3 2 3 
-67.4673 73.2597 -40.556 41.1054 12 1 3 3 3 
-71.1417 34.4096 -33.4269 -2.90231 13 1 3 1 3 
72.8385 -51.9944 36.4605 33.9396 15 2 2 3 3 
94.232 6.79037 54.442 32.8532 1 3 3 3 1 
-9.85443 -6.83309 63.6097 -87.3409 6 3 3 3 1 
25.1137 -13.6082 -42.5336 -13.2603 5 2 2 2 2 
66.5822 12.6804 -57.2192 29.49 0 1 2 3 3 
-87.0968 22.251 20.9082 -12.1433 13 3 1 1 1 
55.0951 -97.8088 32.9142 -63.2252 13 2 3 1 1 
-29.3863 -55.8092 -97.3388 30.314 9 3 3 1 1 
48.9608 44.7371 9.9826 8.53603 7 1 3 3 1 
-45.1338 -61.2781 74.1142 -89.5077 5 2 3 2 2 
53.1907 -70.1285 97.1862 -42.7534 6 3 3 2 2 
-87.5301 17.777 -92.0469 -91.1557 10 1 3 3 2 
-87.1212 -39.2315 37.4187 -45.2986 15 1 1 3 2 
-74.4682 -12.3508 -82.4396 9.90936 11 2 1 1 2 
-69.0115 32.5846 34.9284 36.1309 10 1 3 3 1 
6.12506 39.4574 -91.9309 -83.7886 0 3 3 2 1 
95.8983 77.7764 -73.8029 -64.7084 9 3 2 3 2 
-57.8112 83.0317 53.4776 42.3261 2 2 3 2 2 
54.4969 -75.8843 4.71511 13.9988 7 3 3 1 2 
-83.9473 -32.8776 -20.365 -37.2234 3 3 3 2 3 
60.1978 -61.626 6.47298 -46.1531 6 3 1 1 2 
18.9062 -14.7801 -21.9153 -99.2065 14 2 1 3 2 
69.5486 -91.5159 -90.2524 19.8279 11 2 3 2 3 
81.8293 11.8259 -28.5379 -75.2861 15 3 1 2 3 
14.1758 89.8862 -16.5502 -35.667 2 2 1 1 1 
75.689 -63.567 -1.4008 -96.0936 5 3 2 3 1 
95.8068 -54.4908 21.2806 -24.955 7 2 3 2 1 
83.9534 58.1896 30.7413 8.31019 14 3 2 3 3 
5.54521 -41.6669 -97.4609 54.326 6 3 1 2 3 
73.3573 -24.5888 -27.5246 29.0628 5 2 3 2 3 
29.7708 8.77407 15.2196 -98.5595 7 3 2 2 1 
-52.0554 -98.6816 26.8593 76.5679 5 3 3 3 1 
24.2653 -2.00507 58.5681 77.4957 10 3 3 3 1 
-54.0513 46.971 -18.0151 18.3325 4 3 3 3 2 
54.3138 3.42723 -55.5406 -19.5349 3 2 3 1 2 
25.0954 -93.3897 80.34 73.7419 2 1 1 1 1 
-37.3516 26.1452 1.28483 -29.5999 5 3 3 3 3 
16.9347 94.4945 14.1392 83.0439 3 3 3 1 2 
86.4498 -19.2053 -76.1956 -49.382 0 2 3 2 1 
3.97656 10.2268 26.8777 58.3117 6 2 1 3 2 
87.2677 87.9635 -71.2271 39.3231 7 1 2 3 2 
78.9117 25.1076 29.8624 -50.7553 14 2 2 3 2 
64.8915 -83.4712 22.6478 -80.5963 1 1 3 1 2 
7.38853 65.6178 -18.0517 72.8813 6 3 3 3 1 
-50.7126 -22.9408 -32.8166 40.9955 9 3 3 1 3 
-82.5007 0.265511 14.0721 93.6155 9 2 1 1 2 
17.6855 69.7439 75.3288 97.6012 2 3 3 2 3 
-46.202 54.8448 -57.7746 -46.556 14 1 3 1 3 
54.6373 42.4299 65.7277 15.421 2 2 3 3 3 
69.2984 -22.0191 -3.77514 84.3684 10 3 3 3 3 
23.5633 64.5009 31.4615 71.7399 2 2 2 3 2 
45.3475 67.2536 52.8672 64.568 12 2 2 1 3 
0.875881 38.6395 89.2087 -24.662 14 2 3 1 1 
-57.8661 68.6209 88.9523 63.7867 2 3 3 3 3 
-34.0007 -82.1772 33.6528 12.2349 5 3 1 3 2 
47.0077 42.9243 -23.1361 -68.4378 8 3 3 3 2 
-17.8259 55.7543 -67.3391 -42.3261 6 1 3 3 2 
82.0002 54.2894 24.6376 -29.4534 0 1 1 3 1 
10.2023 -50.145 62.6637 35.081 8 3 1 2 3 
64.7511 5.356 27.018 -49.7848 14 2 3 2 1 
71.9047 14.5787 28.3425 -38.9203 13 3 1 1 2 
-59.4043 -15.7323 -85.4488 -67.4245 13 3 1 2 2 
7.76696 65.4958 63.6769 -16.3121 10 3 3 2 1 
-12.6926 -6.5096 83.5017 -96.4721 4 3 1 3 3 
66.4235 82.5922 -66.6677 72.3258 1 3 3 1 3 
-98.0773 -53.032 59.9109 -73.6686 0 1 3 1 1 
-8.94498 30.3262 46.324 78.93 7 3 1 1 1 
-7.32139 -53.5752 -34.0556 83.4712 8 3 2 3 2 
-19.657 41.9904 -7.18101 -6.64388 3 3 2 2 3 
-8.81069 14.6764 -18.8147 23.9845 7 1 1 3 3 
-91.8394 -15.7994 -52.5132 -5.54521 11 2 3 1 2 
57.9211 62.859 4.23902 -15.2501 2 3 3 1 3 
